pizza_id,order_id,pizza_name,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,num_of_ingredients
1906,830,The Italian Supreme Pizza,1,15/03/2015,13:08,16.5,,M,Supreme,6
1907,831,The Italian Capocollo Pizza,1,15/03/2015,13:08,20.5,,L,Classic,6
1908,832,The Calabrese Pizza,1,15/03/2015,13:36,12.25,,S,Supreme,6
1909,833,The Calabrese Pizza,2,15/03/2015,13:41,16.25,,M,Supreme,6
1910,833,The Four Cheese Pizza,1,15/03/2015,13:41,17.95,,L,Veggie,5
1911,833,The Green Garden Pizza,1,15/03/2015,13:41,16,,M,Veggie,5
1912,833,The Hawaiian Pizza,1,15/03/2015,13:41,16.5,,L,Classic,3
1913,833,The Italian Supreme Pizza,1,15/03/2015,13:41,16.5,,M,Supreme,6
1914,833,The Pepperoni Pizza,1,15/03/2015,13:41,9.75,,S,Classic,2
1915,833,The Pepper Salami Pizza,1,15/03/2015,13:41,12.5,,S,Supreme,6
1916,833,The Spinach and Feta Pizza,1,15/03/2015,13:41,12,,S,Veggie,5
1917,833,The Thai Chicken Pizza,1,15/03/2015,13:41,12.75,,S,Chicken,5
1918,833,The Greek Pizza,1,15/03/2015,13:41,20.5,,L,Classic,6
1919,834,The Five Cheese Pizza,1,15/03/2015,13:43,18.5,,L,Veggie,6
1920,834,The Four Cheese Pizza,2,15/03/2015,13:43,17.95,,L,Veggie,5
1921,834,The Italian Capocollo Pizza,1,15/03/2015,13:43,20.5,,L,Classic,6
1922,834,The Italian Supreme Pizza,2,15/03/2015,13:43,16.5,,M,Supreme,6
1923,834,The Mediterranean Pizza,1,15/03/2015,13:43,12,,S,Veggie,7
1924,834,The Mexicana Pizza,2,15/03/2015,13:43,12,,S,Veggie,8
1925,834,The Spinach and Feta Pizza,1,15/03/2015,13:43,12,,S,Veggie,5
1926,834,The Thai Chicken Pizza,1,15/03/2015,13:43,20.75,,L,Chicken,5
1927,835,The Chicken Pesto Pizza,1,15/03/2015,13:55,16.75,,M,Chicken,6
1928,835,The Vegetables + Vegetables Pizza,1,15/03/2015,13:55,20.25,,L,Veggie,8
1929,836,The Four Cheese Pizza,1,15/03/2015,14:12,17.95,,L,Veggie,5
1930,837,The California Chicken Pizza,1,15/03/2015,14:18,16.75,,M,Chicken,7
1931,838,The Barbecue Chicken Pizza,1,15/03/2015,14:29,20.75,,L,Chicken,6
1932,839,The Pepperoni Pizza,1,15/03/2015,15:05,15.25,,L,Classic,2
1933,839,The Spinach and Feta Pizza,1,15/03/2015,15:05,20.25,,L,Veggie,5
1934,840,The Italian Capocollo Pizza,1,15/03/2015,15:29,16,,M,Classic,6
1935,841,The Big Meat Pizza,1,15/03/2015,15:42,12,,S,Classic,4
1936,841,The Five Cheese Pizza,1,15/03/2015,15:42,18.5,,L,Veggie,6
1937,841,The Green Garden Pizza,1,15/03/2015,15:42,12,,S,Veggie,5
1938,842,The Big Meat Pizza,1,15/03/2015,15:45,12,,S,Classic,4
1939,842,The Mexicana Pizza,1,15/03/2015,15:45,20.25,,L,Veggie,8
1940,842,The Pepperoni Pizza,1,15/03/2015,15:45,12.5,,M,Classic,2
1941,842,The Southwest Chicken Pizza,1,15/03/2015,15:45,16.75,,M,Chicken,8
1942,843,The Big Meat Pizza,1,15/03/2015,15:47,12,,S,Classic,4
1943,844,The Barbecue Chicken Pizza,2,15/03/2015,15:48,12.75,,S,Chicken,6
1944,845,The Big Meat Pizza,1,15/03/2015,16:00,12,,S,Classic,4
1945,845,The Spicy Italian Pizza,1,15/03/2015,16:00,16.5,,M,Supreme,6
1946,845,The Spinach Pesto Pizza,1,15/03/2015,16:00,12.5,,S,Veggie,6
1947,846,The Pepper Salami Pizza,1,15/03/2015,16:03,16.5,,M,Supreme,6
1948,846,The Sicilian Pizza,1,15/03/2015,16:03,12.25,,S,Supreme,6
1949,847,The Four Cheese Pizza,1,15/03/2015,16:07,17.95,,L,Veggie,5
1950,847,The Sicilian Pizza,2,15/03/2015,16:07,12.25,,S,Supreme,6
1951,847,The Spinach Supreme Pizza,1,15/03/2015,16:07,12.5,,S,Supreme,8
1952,848,The Soppressata Pizza,1,15/03/2015,16:12,12.5,,S,Supreme,5
1953,848,The Thai Chicken Pizza,1,15/03/2015,16:12,20.75,,L,Chicken,5
1954,849,The Mexicana Pizza,1,15/03/2015,16:12,20.25,,L,Veggie,8
1955,849,The Napolitana Pizza,1,15/03/2015,16:12,16,,M,Classic,5
1956,849,The Pepperoni Pizza,1,15/03/2015,16:12,12.5,,M,Classic,2
1957,850,"The Pepperoni, Mushroom, and Peppers Pizza",1,15/03/2015,16:14,14.5,,M,Classic,3
1958,850,The Spinach and Feta Pizza,1,15/03/2015,16:14,16,,M,Veggie,5
1959,850,The Thai Chicken Pizza,1,15/03/2015,16:14,20.75,,L,Chicken,5
1960,851,The Italian Capocollo Pizza,1,15/03/2015,16:31,12,,S,Classic,6
1961,851,"The Pepperoni, Mushroom, and Peppers Pizza",1,15/03/2015,16:31,11,,S,Classic,3
1962,851,The Sicilian Pizza,1,15/03/2015,16:31,20.25,,L,Supreme,6
1963,851,The Spicy Italian Pizza,1,15/03/2015,16:31,20.75,,L,Supreme,6
1964,852,The Chicken Alfredo Pizza,1,15/03/2015,16:33,16.75,,M,Chicken,6
1965,852,The Thai Chicken Pizza,1,15/03/2015,16:33,20.75,,L,Chicken,5
1966,853,The Brie Carre Pizza,1,15/03/2015,16:38,23.65,,S,Supreme,6
1967,853,The Calabrese Pizza,1,15/03/2015,16:38,20.25,,L,Supreme,6
1968,853,The Greek Pizza,1,15/03/2015,16:38,16,,M,Classic,6
1969,854,The Barbecue Chicken Pizza,1,15/03/2015,16:57,20.75,,L,Chicken,6
1970,854,The Soppressata Pizza,1,15/03/2015,16:57,16.5,,M,Supreme,5
1971,855,The Chicken Alfredo Pizza,1,15/03/2015,17:13,16.75,,M,Chicken,6
1972,855,The Classic Deluxe Pizza,1,15/03/2015,17:13,16,,M,Classic,5
1973,855,The Spicy Italian Pizza,1,15/03/2015,17:13,20.75,,L,Supreme,6
1974,855,The Spicy Italian Pizza,1,15/03/2015,17:13,16.5,,M,Supreme,6
1975,856,The Classic Deluxe Pizza,1,15/03/2015,17:30,12,,S,Classic,5
1976,856,The Napolitana Pizza,1,15/03/2015,17:30,16,,M,Classic,5
1977,856,The Prosciutto and Arugula Pizza,1,15/03/2015,17:30,20.75,,L,Supreme,3
1978,857,The Mexicana Pizza,1,15/03/2015,18:01,12,,S,Veggie,8
1979,857,The Spinach Supreme Pizza,1,15/03/2015,18:01,12.5,,S,Supreme,8
1980,858,The Spicy Italian Pizza,1,15/03/2015,18:18,20.75,,L,Supreme,6
1981,859,The Classic Deluxe Pizza,1,15/03/2015,18:28,20.5,,L,Classic,5
1982,859,The Greek Pizza,1,15/03/2015,18:28,12,,S,Classic,6
1983,860,The Barbecue Chicken Pizza,1,15/03/2015,18:28,12.75,,S,Chicken,6
1984,860,The Thai Chicken Pizza,1,15/03/2015,18:28,20.75,,L,Chicken,5
1985,861,The California Chicken Pizza,1,15/03/2015,18:35,12.75,,S,Chicken,7
1986,861,The Green Garden Pizza,1,15/03/2015,18:35,12,,S,Veggie,5
1987,861,"The Pepperoni, Mushroom, and Peppers Pizza",1,15/03/2015,18:35,17.5,,L,Classic,3
1988,861,The Thai Chicken Pizza,1,15/03/2015,18:35,20.75,,L,Chicken,5
1989,862,The Italian Capocollo Pizza,1,15/03/2015,18:44,16,,M,Classic,6
1990,862,The Vegetables + Vegetables Pizza,1,15/03/2015,18:44,16,,M,Veggie,8
1991,863,The Hawaiian Pizza,1,15/03/2015,18:48,10.5,,S,Classic,3
1992,863,The Spinach and Feta Pizza,1,15/03/2015,18:48,12,,S,Veggie,5
1993,864,The Classic Deluxe Pizza,1,15/03/2015,18:56,12,,S,Classic,5
1994,864,The Napolitana Pizza,1,15/03/2015,18:56,20.5,,L,Classic,5
1995,865,The Italian Capocollo Pizza,1,15/03/2015,19:02,20.5,,L,Classic,6
1996,865,The Spinach Pesto Pizza,1,15/03/2015,19:02,20.75,,L,Veggie,6
1997,865,The Spinach and Feta Pizza,1,15/03/2015,19:02,16,,M,Veggie,5
1998,866,The Barbecue Chicken Pizza,1,15/03/2015,19:37,16.75,,M,Chicken,6
1999,866,"The Pepperoni, Mushroom, and Peppers Pizza",1,15/03/2015,19:37,11,,S,Classic,3
2000,866,The Prosciutto and Arugula Pizza,1,15/03/2015,19:37,12.5,,S,Supreme,3
2001,867,The Barbecue Chicken Pizza,1,15/03/2015,19:49,16.75,,M,Chicken,6
2002,867,The Barbecue Chicken Pizza,1,15/03/2015,19:49,12.75,,S,Chicken,6
2003,867,The Hawaiian Pizza,1,15/03/2015,19:49,13.25,,M,Classic,3
2004,868,The Thai Chicken Pizza,1,15/03/2015,19:55,16.75,,M,Chicken,5
2005,869,The Big Meat Pizza,1,15/03/2015,20:19,12,,S,Classic,4
2006,870,The Italian Capocollo Pizza,1,15/03/2015,20:49,20.5,,L,Classic,6
2007,870,The Southwest Chicken Pizza,1,15/03/2015,20:49,20.75,,L,Chicken,8
2008,870,The Vegetables + Vegetables Pizza,1,15/03/2015,20:49,20.25,,L,Veggie,8
2009,871,The Four Cheese Pizza,1,15/03/2015,21:03,17.95,,L,Veggie,5
2010,871,The Thai Chicken Pizza,1,15/03/2015,21:03,20.75,,L,Chicken,5
2011,871,The Thai Chicken Pizza,1,15/03/2015,21:03,16.75,,M,Chicken,5
2012,872,The Hawaiian Pizza,1,15/03/2015,21:26,13.25,,M,Classic,3
2013,873,The Classic Deluxe Pizza,1,15/03/2015,22:17,12,,S,Classic,5
2014,873,The Hawaiian Pizza,1,15/03/2015,22:17,10.5,,S,Classic,3
2015,874,The Napolitana Pizza,1,16/03/2015,11:18,12,,S,Classic,5
2016,874,The Spicy Italian Pizza,1,16/03/2015,11:18,20.75,,L,Supreme,6
2017,875,The Big Meat Pizza,1,16/03/2015,11:55,12,,S,Classic,4
2018,875,The Italian Capocollo Pizza,1,16/03/2015,11:55,12,,S,Classic,6
2019,876,The Pepper Salami Pizza,1,16/03/2015,12:04,20.75,,L,Supreme,6
2020,876,The Prosciutto and Arugula Pizza,1,16/03/2015,12:04,16.5,,M,Supreme,3
2021,876,The Sicilian Pizza,1,16/03/2015,12:04,12.25,,S,Supreme,6
2022,877,The Vegetables + Vegetables Pizza,1,16/03/2015,12:10,16,,M,Veggie,8
2023,878,The Spinach Pesto Pizza,1,16/03/2015,12:11,16.5,,M,Veggie,6
2024,879,The Pepper Salami Pizza,1,16/03/2015,12:14,16.5,,M,Supreme,6
2025,880,The Greek Pizza,1,16/03/2015,12:15,25.5,,XL,Classic,6
2026,881,The Pepperoni Pizza,1,16/03/2015,12:16,15.25,,L,Classic,2
2027,882,The Four Cheese Pizza,1,16/03/2015,12:18,14.75,,M,Veggie,5
2028,882,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,12:18,14.5,,M,Classic,3
2029,883,The Classic Deluxe Pizza,1,16/03/2015,12:23,16,,M,Classic,5
2030,884,The Classic Deluxe Pizza,1,16/03/2015,12:24,16,,M,Classic,5
2031,885,The California Chicken Pizza,1,16/03/2015,12:26,16.75,,M,Chicken,7
2032,886,The Five Cheese Pizza,1,16/03/2015,12:33,18.5,,L,Veggie,6
2033,886,The Four Cheese Pizza,1,16/03/2015,12:33,17.95,,L,Veggie,5
2034,886,The Pepper Salami Pizza,1,16/03/2015,12:33,16.5,,M,Supreme,6
2035,886,The Spinach and Feta Pizza,1,16/03/2015,12:33,20.25,,L,Veggie,5
2036,886,The Greek Pizza,1,16/03/2015,12:33,16,,M,Classic,6
2037,886,The Vegetables + Vegetables Pizza,1,16/03/2015,12:33,16,,M,Veggie,8
2038,887,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,12:34,11,,S,Classic,3
2039,888,The Four Cheese Pizza,1,16/03/2015,12:48,14.75,,M,Veggie,5
2040,889,The Chicken Pesto Pizza,1,16/03/2015,13:09,12.75,,S,Chicken,6
2041,890,The Big Meat Pizza,1,16/03/2015,13:12,12,,S,Classic,4
2042,890,The Southwest Chicken Pizza,1,16/03/2015,13:12,20.75,,L,Chicken,8
2043,891,The Classic Deluxe Pizza,1,16/03/2015,13:13,20.5,,L,Classic,5
2044,892,The Barbecue Chicken Pizza,1,16/03/2015,13:14,20.75,,L,Chicken,6
2045,892,The Four Cheese Pizza,1,16/03/2015,13:14,14.75,,M,Veggie,5
2046,892,The Hawaiian Pizza,1,16/03/2015,13:14,16.5,,L,Classic,3
2047,892,The Napolitana Pizza,2,16/03/2015,13:14,20.5,,L,Classic,5
2048,892,The Napolitana Pizza,1,16/03/2015,13:14,12,,S,Classic,5
2049,892,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,13:14,17.5,,L,Classic,3
2050,892,The Prosciutto and Arugula Pizza,1,16/03/2015,13:14,16.5,,M,Supreme,3
2051,892,The Spinach and Feta Pizza,1,16/03/2015,13:14,12,,S,Veggie,5
2052,892,The Thai Chicken Pizza,1,16/03/2015,13:14,16.75,,M,Chicken,5
2053,892,The Thai Chicken Pizza,1,16/03/2015,13:14,12.75,,S,Chicken,5
2054,892,The Greek Pizza,1,16/03/2015,13:14,20.5,,L,Classic,6
2055,893,The Chicken Alfredo Pizza,1,16/03/2015,13:25,12.75,,S,Chicken,6
2056,893,The Chicken Pesto Pizza,1,16/03/2015,13:25,16.75,,M,Chicken,6
2057,893,The Hawaiian Pizza,1,16/03/2015,13:25,16.5,,L,Classic,3
2058,893,The Hawaiian Pizza,1,16/03/2015,13:25,10.5,,S,Classic,3
2059,893,The Pepper Salami Pizza,1,16/03/2015,13:25,16.5,,M,Supreme,6
2060,893,The Spinach and Feta Pizza,1,16/03/2015,13:25,16,,M,Veggie,5
2061,893,The Spinach and Feta Pizza,1,16/03/2015,13:25,12,,S,Veggie,5
2062,894,The Five Cheese Pizza,1,16/03/2015,13:34,18.5,,L,Veggie,6
2063,895,The Big Meat Pizza,1,16/03/2015,13:39,12,,S,Classic,4
2064,895,The Italian Capocollo Pizza,1,16/03/2015,13:39,16,,M,Classic,6
2065,895,The Italian Supreme Pizza,1,16/03/2015,13:39,16.5,,M,Supreme,6
2066,895,The Soppressata Pizza,1,16/03/2015,13:39,16.5,,M,Supreme,5
2067,896,The Pepper Salami Pizza,1,16/03/2015,13:45,16.5,,M,Supreme,6
2068,896,The Spicy Italian Pizza,1,16/03/2015,13:45,12.5,,S,Supreme,6
2069,897,The Green Garden Pizza,1,16/03/2015,13:51,16,,M,Veggie,5
2070,898,The Napolitana Pizza,1,16/03/2015,14:00,20.5,,L,Classic,5
2071,898,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,14:00,14.5,,M,Classic,3
2072,898,The Prosciutto and Arugula Pizza,1,16/03/2015,14:00,20.75,,L,Supreme,3
2073,899,The California Chicken Pizza,1,16/03/2015,14:07,12.75,,S,Chicken,7
2074,900,The Spicy Italian Pizza,1,16/03/2015,14:47,20.75,,L,Supreme,6
2075,901,The Italian Capocollo Pizza,1,16/03/2015,14:55,16,,M,Classic,6
2076,902,The Big Meat Pizza,1,16/03/2015,15:00,12,,S,Classic,4
2077,902,The Italian Capocollo Pizza,1,16/03/2015,15:00,20.5,,L,Classic,6
2078,902,The Southwest Chicken Pizza,1,16/03/2015,15:00,12.75,,S,Chicken,8
2079,903,The Spicy Italian Pizza,1,16/03/2015,15:36,20.75,,L,Supreme,6
2080,904,The Vegetables + Vegetables Pizza,1,16/03/2015,16:01,16,,M,Veggie,8
2081,905,The Mediterranean Pizza,1,16/03/2015,16:02,16,,M,Veggie,7
2082,906,The Italian Supreme Pizza,1,16/03/2015,16:08,16.5,,M,Supreme,6
2083,906,The Italian Vegetables Pizza,1,16/03/2015,16:08,12.75,,S,Veggie,7
2084,907,The Mediterranean Pizza,1,16/03/2015,16:16,16,,M,Veggie,7
2085,908,The Barbecue Chicken Pizza,1,16/03/2015,16:30,16.75,,M,Chicken,6
2086,908,The Big Meat Pizza,1,16/03/2015,16:30,12,,S,Classic,4
2087,908,The Four Cheese Pizza,1,16/03/2015,16:30,17.95,,L,Veggie,5
2088,909,The California Chicken Pizza,1,16/03/2015,16:47,12.75,,S,Chicken,7
2089,909,The Italian Supreme Pizza,1,16/03/2015,16:47,16.5,,M,Supreme,6
2090,909,The Spinach and Feta Pizza,1,16/03/2015,16:47,20.25,,L,Veggie,5
2091,910,The Barbecue Chicken Pizza,1,16/03/2015,16:47,16.75,,M,Chicken,6
2092,910,The Prosciutto and Arugula Pizza,1,16/03/2015,16:47,16.5,,M,Supreme,3
2093,911,The Big Meat Pizza,1,16/03/2015,16:57,12,,S,Classic,4
2094,911,The Chicken Alfredo Pizza,1,16/03/2015,16:57,16.75,,M,Chicken,6
2095,911,The Four Cheese Pizza,1,16/03/2015,16:57,17.95,,L,Veggie,5
2096,911,The Hawaiian Pizza,1,16/03/2015,16:57,10.5,,S,Classic,3
2097,912,The California Chicken Pizza,1,16/03/2015,17:04,20.75,,L,Chicken,7
2098,912,The Four Cheese Pizza,1,16/03/2015,17:04,14.75,,M,Veggie,5
2099,913,The Sicilian Pizza,1,16/03/2015,17:27,20.25,,L,Supreme,6
2100,914,The Classic Deluxe Pizza,1,16/03/2015,17:28,20.5,,L,Classic,5
2101,914,The Italian Supreme Pizza,1,16/03/2015,17:28,20.75,,L,Supreme,6
2102,914,The Pepperoni Pizza,1,16/03/2015,17:28,9.75,,S,Classic,2
2103,914,The Spinach Pesto Pizza,1,16/03/2015,17:28,12.5,,S,Veggie,6
2104,915,The Five Cheese Pizza,1,16/03/2015,17:33,18.5,,L,Veggie,6
2105,915,The Sicilian Pizza,1,16/03/2015,17:33,20.25,,L,Supreme,6
2106,915,The Vegetables + Vegetables Pizza,1,16/03/2015,17:33,16,,M,Veggie,8
2107,916,The Green Garden Pizza,1,16/03/2015,17:35,16,,M,Veggie,5
2108,917,The Barbecue Chicken Pizza,1,16/03/2015,17:46,16.75,,M,Chicken,6
2109,917,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,17:46,17.5,,L,Classic,3
2110,917,The Pepperoni Pizza,1,16/03/2015,17:46,12.5,,M,Classic,2
2111,917,The Vegetables + Vegetables Pizza,1,16/03/2015,17:46,12,,S,Veggie,8
2112,918,The Spinach and Feta Pizza,1,16/03/2015,17:47,20.25,,L,Veggie,5
2113,919,The Four Cheese Pizza,1,16/03/2015,17:49,14.75,,M,Veggie,5
2114,919,The Hawaiian Pizza,1,16/03/2015,17:49,10.5,,S,Classic,3
2115,920,The Spicy Italian Pizza,1,16/03/2015,18:16,20.75,,L,Supreme,6
2116,921,The Green Garden Pizza,1,16/03/2015,18:21,16,,M,Veggie,5
2117,921,The Thai Chicken Pizza,1,16/03/2015,18:21,20.75,,L,Chicken,5
2118,922,The Greek Pizza,1,16/03/2015,18:25,16,,M,Classic,6
2119,923,The Spicy Italian Pizza,1,16/03/2015,18:28,20.75,,L,Supreme,6
2120,924,The California Chicken Pizza,1,16/03/2015,18:29,20.75,,L,Chicken,7
2121,924,The Spinach Supreme Pizza,1,16/03/2015,18:29,12.5,,S,Supreme,8
2122,925,The Barbecue Chicken Pizza,1,16/03/2015,18:30,16.75,,M,Chicken,6
2123,925,"The Pepperoni, Mushroom, and Peppers Pizza",1,16/03/2015,18:30,11,,S,Classic,3
2124,925,The Greek Pizza,1,16/03/2015,18:30,25.5,,XL,Classic,6
2125,926,The Spinach and Feta Pizza,1,16/03/2015,18:33,20.25,,L,Veggie,5
2126,926,The Spinach and Feta Pizza,1,16/03/2015,18:33,12,,S,Veggie,5
2127,927,The Napolitana Pizza,1,16/03/2015,18:41,12,,S,Classic,5
2128,927,The Pepperoni Pizza,1,16/03/2015,18:41,12.5,,M,Classic,2
2129,927,The Pepper Salami Pizza,1,16/03/2015,18:41,12.5,,S,Supreme,6
2130,927,The Thai Chicken Pizza,1,16/03/2015,18:41,16.75,,M,Chicken,5
2131,928,The Five Cheese Pizza,1,16/03/2015,19:02,18.5,,L,Veggie,6
2132,928,The Italian Capocollo Pizza,1,16/03/2015,19:02,16,,M,Classic,6
2133,928,The Thai Chicken Pizza,1,16/03/2015,19:02,12.75,,S,Chicken,5
2134,929,The Spicy Italian Pizza,1,16/03/2015,19:07,20.75,,L,Supreme,6
2135,930,The Big Meat Pizza,1,16/03/2015,19:08,12,,S,Classic,4
2136,930,The Calabrese Pizza,1,16/03/2015,19:08,16.25,,M,Supreme,6
2137,930,The Four Cheese Pizza,1,16/03/2015,19:08,17.95,,L,Veggie,5
2138,930,The Mexicana Pizza,1,16/03/2015,19:08,20.25,,L,Veggie,8
2139,931,The Sicilian Pizza,1,16/03/2015,19:12,16.25,,M,Supreme,6
2140,932,The Greek Pizza,1,16/03/2015,19:17,16,,M,Classic,6
2141,933,The Big Meat Pizza,1,16/03/2015,19:27,12,,S,Classic,4
2142,933,The Southwest Chicken Pizza,1,16/03/2015,19:27,12.75,,S,Chicken,8
2143,934,The Chicken Alfredo Pizza,1,16/03/2015,19:28,20.75,,L,Chicken,6
2144,934,The Southwest Chicken Pizza,1,16/03/2015,19:28,20.75,,L,Chicken,8
2145,935,The Italian Vegetables Pizza,1,16/03/2015,19:47,21,,L,Veggie,7
2146,936,The California Chicken Pizza,1,16/03/2015,19:51,12.75,,S,Chicken,7
2147,936,The Italian Supreme Pizza,1,16/03/2015,19:51,20.75,,L,Supreme,6
2148,937,The Italian Capocollo Pizza,1,16/03/2015,20:29,16,,M,Classic,6
2149,937,The Napolitana Pizza,1,16/03/2015,20:29,16,,M,Classic,5
2150,937,The Spinach Supreme Pizza,1,16/03/2015,20:29,16.5,,M,Supreme,8
2151,938,The Vegetables + Vegetables Pizza,1,16/03/2015,21:13,16,,M,Veggie,8
2152,939,The Chicken Pesto Pizza,1,16/03/2015,22:47,12.75,,S,Chicken,6
2153,939,The Spicy Italian Pizza,1,16/03/2015,22:47,20.75,,L,Supreme,6
2154,939,The Vegetables + Vegetables Pizza,1,16/03/2015,22:47,16,,M,Veggie,8
2155,940,The Pepperoni Pizza,1,17/03/2015,11:40,9.75,,S,Classic,2
2156,940,The Sicilian Pizza,1,17/03/2015,11:40,20.25,,L,Supreme,6
2157,940,The Spinach and Feta Pizza,1,17/03/2015,11:40,16,,M,Veggie,5
2158,941,The Big Meat Pizza,1,17/03/2015,11:43,12,,S,Classic,4
2159,941,The Italian Capocollo Pizza,1,17/03/2015,11:43,20.5,,L,Classic,6
2160,941,The Spinach and Feta Pizza,1,17/03/2015,11:43,12,,S,Veggie,5
2161,941,The Thai Chicken Pizza,1,17/03/2015,11:43,12.75,,S,Chicken,5
2162,942,The Italian Capocollo Pizza,1,17/03/2015,11:58,12,,S,Classic,6
2163,943,The Italian Supreme Pizza,1,17/03/2015,12:18,16.5,,M,Supreme,6
2164,944,The Barbecue Chicken Pizza,1,17/03/2015,12:33,20.75,,L,Chicken,6
2165,944,The Italian Supreme Pizza,1,17/03/2015,12:33,16.5,,M,Supreme,6
2166,945,The Soppressata Pizza,1,17/03/2015,12:56,12.5,,S,Supreme,5
2167,946,The Pepper Salami Pizza,1,17/03/2015,12:59,16.5,,M,Supreme,6
2168,947,The Barbecue Chicken Pizza,1,17/03/2015,13:03,12.75,,S,Chicken,6
2169,947,The Big Meat Pizza,1,17/03/2015,13:03,12,,S,Classic,4
2170,947,The Southwest Chicken Pizza,1,17/03/2015,13:03,20.75,,L,Chicken,8
2171,947,The Spicy Italian Pizza,1,17/03/2015,13:03,20.75,,L,Supreme,6
2172,948,The Calabrese Pizza,1,17/03/2015,13:13,16.25,,M,Supreme,6
2173,948,The Green Garden Pizza,1,17/03/2015,13:13,12,,S,Veggie,5
2174,948,The Spinach and Feta Pizza,1,17/03/2015,13:13,20.25,,L,Veggie,5
2175,948,The Greek Pizza,1,17/03/2015,13:13,16,,M,Classic,6
2176,949,The Big Meat Pizza,1,17/03/2015,13:33,12,,S,Classic,4
2177,949,The Chicken Alfredo Pizza,1,17/03/2015,13:33,16.75,,M,Chicken,6
2178,949,The Four Cheese Pizza,1,17/03/2015,13:33,17.95,,L,Veggie,5
2179,949,The Green Garden Pizza,1,17/03/2015,13:33,16,,M,Veggie,5
2180,949,The Mexicana Pizza,1,17/03/2015,13:33,20.25,,L,Veggie,8
2181,949,The Napolitana Pizza,1,17/03/2015,13:33,20.5,,L,Classic,5
2182,949,The Soppressata Pizza,1,17/03/2015,13:33,16.5,,M,Supreme,5
2183,949,The Southwest Chicken Pizza,1,17/03/2015,13:33,20.75,,L,Chicken,8
2184,949,The Spinach and Feta Pizza,1,17/03/2015,13:33,16,,M,Veggie,5
2185,949,The Thai Chicken Pizza,1,17/03/2015,13:33,20.75,,L,Chicken,5
2186,950,The Barbecue Chicken Pizza,1,17/03/2015,13:41,16.75,,M,Chicken,6
2187,951,The Classic Deluxe Pizza,1,17/03/2015,13:46,12,,S,Classic,5
2188,952,The California Chicken Pizza,1,17/03/2015,13:57,16.75,,M,Chicken,7
2189,952,The Classic Deluxe Pizza,1,17/03/2015,13:57,16,,M,Classic,5
2190,952,The Four Cheese Pizza,1,17/03/2015,13:57,17.95,,L,Veggie,5
2191,952,The Hawaiian Pizza,1,17/03/2015,13:57,10.5,,S,Classic,3
2192,952,The Italian Supreme Pizza,1,17/03/2015,13:57,20.75,,L,Supreme,6
2193,952,The Italian Supreme Pizza,1,17/03/2015,13:57,12.5,,S,Supreme,6
2194,952,The Mexicana Pizza,2,17/03/2015,13:57,20.25,,L,Veggie,8
2195,952,The Napolitana Pizza,1,17/03/2015,13:57,20.5,,L,Classic,5
2196,952,The Pepper Salami Pizza,1,17/03/2015,13:57,20.75,,L,Supreme,6
2197,952,The Sicilian Pizza,1,17/03/2015,13:57,20.25,,L,Supreme,6
2198,952,The Sicilian Pizza,1,17/03/2015,13:57,12.25,,S,Supreme,6
2199,952,The Southwest Chicken Pizza,1,17/03/2015,13:57,12.75,,S,Chicken,8
2200,952,The Greek Pizza,1,17/03/2015,13:57,25.5,,XL,Classic,6
2201,952,The Vegetables + Vegetables Pizza,1,17/03/2015,13:57,20.25,,L,Veggie,8
2202,953,The Classic Deluxe Pizza,2,17/03/2015,14:14,12,,S,Classic,5
2203,954,The Barbecue Chicken Pizza,1,17/03/2015,14:22,16.75,,M,Chicken,6
2204,954,The Spinach Supreme Pizza,1,17/03/2015,14:22,20.75,,L,Supreme,8
2205,955,The Italian Supreme Pizza,1,17/03/2015,14:30,16.5,,M,Supreme,6
2206,955,The Mediterranean Pizza,1,17/03/2015,14:30,20.25,,L,Veggie,7
2207,956,The Chicken Alfredo Pizza,1,17/03/2015,14:32,16.75,,M,Chicken,6
2208,957,The Calabrese Pizza,1,17/03/2015,14:41,16.25,,M,Supreme,6
2209,957,The California Chicken Pizza,1,17/03/2015,14:41,12.75,,S,Chicken,7
2210,957,The Southwest Chicken Pizza,1,17/03/2015,14:41,20.75,,L,Chicken,8
2211,957,The Spinach and Feta Pizza,1,17/03/2015,14:41,16,,M,Veggie,5
2212,958,The Classic Deluxe Pizza,1,17/03/2015,14:57,20.5,,L,Classic,5
2213,958,The Four Cheese Pizza,1,17/03/2015,14:57,17.95,,L,Veggie,5
2214,958,The Hawaiian Pizza,1,17/03/2015,14:57,16.5,,L,Classic,3
2215,958,The Italian Capocollo Pizza,1,17/03/2015,14:57,20.5,,L,Classic,6
2216,959,The Sicilian Pizza,1,17/03/2015,15:26,12.25,,S,Supreme,6
2217,959,The Thai Chicken Pizza,1,17/03/2015,15:26,20.75,,L,Chicken,5
2218,960,The Napolitana Pizza,1,17/03/2015,15:35,12,,S,Classic,5
2219,961,The California Chicken Pizza,1,17/03/2015,15:38,16.75,,M,Chicken,7
